date_dt,observedCounts,fittedCounts,PointPValues,color,level,PointLogOdds,AlertScore,AlertScorePvalue,LogOddsRatio,Delta,Scale,AlertPeriodStart,AlertPeriodEnd,surveillance_condition,surveillance_reported_hsda_abbr,status,disease_region_id,level_alertscore
6/9/2018,0,0.190074264,0.390635676,black,no alert,0.157573632,1.017829853,0.154379411,0.973928851,0.296874052,0.923109939,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),East Kootenay,common,58,No Alert
6/16/2018,1,0.192131703,0.414789835,black,no alert,-0.973928851,1.017829853,0.154379411,0.973928851,0.296874052,0.923109939,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),East Kootenay,common,58,No Alert
5/26/2018,1,1.0256831,0.787156253,black,no alert,-0.083452082,-0.405254075,0.65735462,-0.353976427,-0.219596626,1.058788281,5/27/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Okanagan,common,59,No Alert
6/2/2018,0,1.027238183,0.787156253,black,no alert,0.646076325,-0.405254075,0.65735462,-0.353976427,-0.219596626,1.058788281,5/27/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Okanagan,common,59,No Alert
6/9/2018,1,1.023641007,0.787156253,black,no alert,-0.084734976,-0.405254075,0.65735462,-0.353976427,-0.219596626,1.058788281,5/27/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Okanagan,common,59,No Alert
6/16/2018,1,1.014075626,0.787156253,black,no alert,-0.090766609,-0.405254075,0.65735462,-0.353976427,-0.219596626,1.058788281,5/27/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Okanagan,common,59,No Alert
5/26/2018,0,0.644188867,0.432473907,black,no alert,0.458377456,1.020380672,0.153773978,1.09549996,-0.059772876,0.949703449,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Fraser North,common,60,No Alert
6/2/2018,3,0.641718262,0.489657002,black,no alert,-1.870943175,1.020380672,0.153773978,1.09549996,-0.059772876,0.949703449,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Fraser North,common,60,No Alert
6/9/2018,0,0.636568454,0.239794121,black,no alert,0.45379377,1.020380672,0.153773978,1.09549996,-0.059772876,0.949703449,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Fraser North,common,60,No Alert
6/16/2018,2,0.624664893,0.447609462,black,no alert,-1.09549996,1.020380672,0.153773978,1.09549996,-0.059772876,0.949703449,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Fraser North,common,60,No Alert
5/26/2018,2,1.526686522,0.32376346,black,no alert,-0.319870801,0.015853908,0.493675471,0.369105996,-1.057183528,1.049210773,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Fraser South,common,61,No Alert
6/2/2018,1,1.49072045,0.865103642,black,no alert,0.177670098,0.015853908,0.493675471,0.369105996,-1.057183528,1.049210773,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Fraser South,common,61,No Alert
6/9/2018,0,1.461114529,0.865103642,black,no alert,0.864898921,0.015853908,0.493675471,0.369105996,-1.057183528,1.049210773,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Fraser South,common,61,No Alert
6/16/2018,2,1.442048691,0.299454262,black,no alert,-0.369105996,0.015853908,0.493675471,0.369105996,-1.057183528,1.049210773,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Fraser South,common,61,No Alert
5/26/2018,0,0.258293251,0.477059401,black,no alert,0.202520797,0.793033445,0.213879169,0.827514231,0.025249252,0.986140557,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Richmond,common,62,No Alert
6/2/2018,0,0.259255705,0.477059401,black,no alert,0.203205541,0.793033445,0.213879169,0.827514231,0.025249252,0.986140557,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Richmond,common,62,No Alert
6/9/2018,0,0.260238927,0.477059401,black,no alert,0.203904633,0.793033445,0.213879169,0.827514231,0.025249252,0.986140557,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Richmond,common,62,No Alert
6/16/2018,1,0.261247641,0.398180355,black,no alert,-0.827514231,0.793033445,0.213879169,0.827514231,0.025249252,0.986140557,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Richmond,common,62,No Alert
5/26/2018,0,1.967399161,0.434689289,black,no alert,1.155682856,0.627661486,0.26511286,1.10596337,-1.333050217,0.933886055,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Vancouver,common,63,No Alert
6/2/2018,3,1.943941298,0.409443463,black,no alert,-0.557400503,0.627661486,0.26511286,1.10596337,-1.333050217,0.933886055,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Vancouver,common,63,No Alert
6/9/2018,1,1.906061146,0.357967559,black,no alert,0.407567552,0.627661486,0.26511286,1.10596337,-1.333050217,0.933886055,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Vancouver,common,63,No Alert
6/16/2018,4,1.852430193,0.462060332,black,no alert,-1.10596337,0.627661486,0.26511286,1.10596337,-1.333050217,0.933886055,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),Vancouver,common,63,No Alert
5/26/2018,1,0.565807599,0.398879171,black,no alert,-0.428646505,0.688971183,0.245420701,0.382565434,1.031021879,0.998486239,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),North Shore/Coast Garibaldi,common,64,No Alert
6/2/2018,0,0.591170959,0.349607351,black,no alert,0.417276069,0.688971183,0.245420701,0.382565434,1.031021879,0.998486239,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),North Shore/Coast Garibaldi,common,64,No Alert
6/9/2018,0,0.609278092,0.349607351,black,no alert,0.428119371,0.688971183,0.245420701,0.382565434,1.031021879,0.998486239,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),North Shore/Coast Garibaldi,common,64,No Alert
6/16/2018,1,0.614551462,0.333625158,black,no alert,-0.382565434,0.688971183,0.245420701,0.382565434,1.031021879,0.998486239,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),North Shore/Coast Garibaldi,common,64,No Alert
5/26/2018,1,0.991321517,0.456999857,black,no alert,-0.079359248,0.556382573,0.288974675,0.058118442,1.585080856,0.898766402,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),South Vancouver Island,common,65,No Alert
6/2/2018,0,1.009276458,0.327480099,black,no alert,0.680918359,0.556382573,0.288974675,0.058118442,1.585080856,0.898766402,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),South Vancouver Island,common,65,No Alert
6/9/2018,2,1.021262113,0.400924557,black,no alert,-0.679233773,0.556382573,0.288974675,0.058118442,1.585080856,0.898766402,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),South Vancouver Island,common,65,No Alert
6/16/2018,1,1.023598805,0.306462923,black,no alert,-0.058118442,0.556382573,0.288974675,0.058118442,1.585080856,0.898766402,6/10/2018,6/16/2018,Streptococcal disease (invasive group A - iGAS),South Vancouver Island,common,65,No Alert
5/26/2018,0,0.386254788,0.844351235,black,no alert,0.240161176,0.367518224,0.35661625,0.118034559,0.808090992,1.490906288,6/10/2018,6/16/2018,Vibrio parahaemolyticus,Province,common,66,No Alert
6/2/2018,1,0.541399114,0.260651402,black,no alert,-0.502079212,0.367518224,0.35661625,0.118034559,0.808090992,1.490906288,6/10/2018,6/16/2018,Vibrio parahaemolyticus,Province,common,66,No Alert
6/9/2018,1,0.765306271,0.260651402,black,no alert,-0.31591491,0.367518224,0.35661625,0.118034559,0.808090992,1.490906288,6/10/2018,6/16/2018,Vibrio parahaemolyticus,Province,common,66,No Alert
6/16/2018,1,1.074548161,0.432469027,black,no alert,-0.118034559,0.367518224,0.35661625,0.118034559,0.808090992,1.490906288,6/10/2018,6/16/2018,Vibrio parahaemolyticus,Province,common,66,No Alert
5/26/2018,0,0.09285925,0.47112221,black,no alert,0.079590536,1.236062444,0.108217677,1.294927087,0.023991392,0.938759057,6/10/2018,6/16/2018,Vibrio parahaemolyticus,Fraser East,common,67,No Alert
6/2/2018,0,0.094058923,0.47112221,black,no alert,0.080575294,1.236062444,0.108217677,1.294927087,0.023991392,0.938759057,6/10/2018,6/16/2018,Vibrio parahaemolyticus,Fraser East,common,67,No Alert
6/9/2018,0,0.095274232,0.47112221,black,no alert,0.081571855,1.236062444,0.108217677,1.294927087,0.023991392,0.938759057,6/10/2018,6/16/2018,Vibrio parahaemolyticus,Fraser East,common,67,No Alert
6/16/2018,1,0.096505422,0.453471664,black,no alert,-1.294927087,1.236062444,0.108217677,1.294927087,0.023991392,0.938759057,6/10/2018,6/16/2018,Vibrio parahaemolyticus,Fraser East,common,67,No Alert
6/2/2018,6,8.366115539,0.776622364,black,no alert,0.526638056,-0.18162531,0.572061608,-0.240437956,0.146964207,1.109865702,6/17/2018,6/23/2018,Amebiasis,Province,common,1,No Alert
6/9/2018,8,8.315425302,0.776622364,black,no alert,0.02615624,-0.18162531,0.572061608,-0.240437956,0.146964207,1.109865702,6/17/2018,6/23/2018,Amebiasis,Province,common,1,No Alert
6/16/2018,14,8.270528877,0.040295969,green3,low,-1.376875713,-0.18162531,0.572061608,-0.240437956,0.146964207,1.109865702,6/17/2018,6/23/2018,Amebiasis,Province,common,1,No Alert
6/23/2018,7,8.227246117,0.634977102,black,no alert,0.240437956,-0.18162531,0.572061608,-0.240437956,0.146964207,1.109865702,6/17/2018,6/23/2018,Amebiasis,Province,common,1,No Alert
6/2/2018,0,0.346666781,0.4344706,black,no alert,0.262715339,1.730204455,0.041796876,1.659329741,0.493397672,0.99507634,6/10/2018,6/23/2018,Amebiasis,Okanagan,common,2,Low
6/9/2018,0,0.352641202,0.4344706,black,no alert,0.26673034,1.730204455,0.041796876,1.659329741,0.493397672,0.99507634,6/10/2018,6/23/2018,Amebiasis,Okanagan,common,2,Low
6/16/2018,1,0.358609532,0.484823302,black,no alert,-0.669838887,1.730204455,0.041796876,1.659329741,0.493397672,0.99507634,6/10/2018,6/23/2018,Amebiasis,Okanagan,common,2,Low
6/23/2018,2,0.364540416,0.484823302,black,no alert,-1.525755356,1.730204455,0.041796876,1.659329741,0.493397672,0.99507634,6/10/2018,6/23/2018,Amebiasis,Okanagan,common,2,Low
6/2/2018,0,1.43892665,0.851617375,black,no alert,0.839935049,1.278043872,0.100616979,1.370273197,-0.069290007,1.092993269,6/17/2018,6/23/2018,Amebiasis,Fraser South,common,3,No Alert
6/9/2018,1,1.421331106,0.851617375,black,no alert,0.13317426,1.278043872,0.100616979,1.370273197,-0.069290007,1.092993269,6/17/2018,6/23/2018,Amebiasis,Fraser South,common,3,No Alert
6/16/2018,1,1.410291296,0.851617375,black,no alert,0.127511028,1.278043872,0.100616979,1.370273197,-0.069290007,1.092993269,6/17/2018,6/23/2018,Amebiasis,Fraser South,common,3,No Alert
6/23/2018,4,1.406583162,0.040888023,green3,low,-1.370273197,1.278043872,0.100616979,1.370273197,-0.069290007,1.092993269,6/17/2018,6/23/2018,Amebiasis,Fraser South,common,3,No Alert
6/2/2018,4,3.176973655,0.305380298,black,no alert,-0.356906083,-0.894205281,0.814393966,-0.88405277,-0.175567071,1.063924304,6/17/2018,6/23/2018,Amebiasis,Vancouver,common,4,No Alert
6/9/2018,2,3.180909844,0.712833779,black,no alert,0.394854918,-0.894205281,0.814393966,-0.88405277,-0.175567071,1.063924304,6/17/2018,6/23/2018,Amebiasis,Vancouver,common,4,No Alert
6/16/2018,9,3.179678064,0.004851947,gold,medium,-2.311971664,-0.894205281,0.814393966,-0.88405277,-0.175567071,1.063924304,6/17/2018,6/23/2018,Amebiasis,Vancouver,common,4,No Alert
6/23/2018,1,3.167110645,0.88448516,black,no alert,0.88405277,-0.894205281,0.814393966,-0.88405277,-0.175567071,1.063924304,6/17/2018,6/23/2018,Amebiasis,Vancouver,common,4,No Alert
6/2/2018,46,38.54069937,0.156015994,black,no alert,-0.837873385,-0.811092155,0.791343625,-0.695988871,-0.476931991,1.087200757,6/10/2018,6/23/2018,Campylobacter Infection,Province,common,5,No Alert
6/9/2018,43,40.02839621,0.156015994,black,no alert,-0.330864652,-0.811092155,0.791343625,-0.695988871,-0.476931991,1.087200757,6/10/2018,6/23/2018,Campylobacter Infection,Province,common,5,No Alert
6/16/2018,36,41.46772129,0.832377774,black,no alert,0.572596043,-0.811092155,0.791343625,-0.695988871,-0.476931991,1.087200757,6/10/2018,6/23/2018,Campylobacter Infection,Province,common,5,No Alert
6/23/2018,39,42.77510318,0.832377774,black,no alert,0.373582735,-0.811092155,0.791343625,-0.695988871,-0.476931991,1.087200757,6/10/2018,6/23/2018,Campylobacter Infection,Province,common,5,No Alert
6/2/2018,4,3.276942672,0.1639977,black,no alert,-0.318058593,0.740959613,0.229358964,0.430976023,1.050191962,1.049107172,6/17/2018,6/23/2018,Campylobacter Infection,Okanagan,common,6,No Alert
6/9/2018,4,3.487566394,0.1639977,black,no alert,-0.238044003,0.740959613,0.229358964,0.430976023,1.050191962,1.049107172,6/17/2018,6/23/2018,Campylobacter Infection,Okanagan,common,6,No Alert
6/16/2018,3,3.688965078,0.602942666,black,no alert,0.181422795,0.740959613,0.229358964,0.430976023,1.050191962,1.049107172,6/17/2018,6/23/2018,Campylobacter Infection,Okanagan,common,6,No Alert
6/23/2018,5,3.857119221,0.270446389,black,no alert,-0.430976023,0.740959613,0.229358964,0.430976023,1.050191962,1.049107172,6/17/2018,6/23/2018,Campylobacter Infection,Okanagan,common,6,No Alert
6/2/2018,1,2.524516397,0.908959448,black,no alert,0.594195663,0.360052388,0.359403979,0.487175199,-0.322939976,1.17820127,6/17/2018,6/23/2018,Campylobacter Infection,Thompson Cariboo Shuswap,common,7,No Alert
6/9/2018,2,2.646234107,0.908959448,black,no alert,0.172153157,0.360052388,0.359403979,0.487175199,-0.322939976,1.17820127,6/17/2018,6/23/2018,Campylobacter Infection,Thompson Cariboo Shuswap,common,7,No Alert
6/16/2018,1,2.752465264,0.908959448,black,no alert,0.681894139,0.360052388,0.359403979,0.487175199,-0.322939976,1.17820127,6/17/2018,6/23/2018,Campylobacter Infection,Thompson Cariboo Shuswap,common,7,No Alert
6/23/2018,4,2.838195612,0.245684532,black,no alert,-0.487175199,0.360052388,0.359403979,0.487175199,-0.322939976,1.17820127,6/17/2018,6/23/2018,Campylobacter Infection,Thompson Cariboo Shuswap,common,7,No Alert
6/2/2018,2,1.869639161,0.240171713,black,no alert,-0.138006611,-1.48815923,0.931645547,-0.884522729,-2.0524045,1.030037286,6/3/2018,6/23/2018,Campylobacter Infection,Fraser East,common,8,No Alert
6/9/2018,1,1.925597812,0.884595676,black,no alert,0.388497041,-1.48815923,0.931645547,-0.884522729,-2.0524045,1.030037286,6/3/2018,6/23/2018,Campylobacter Infection,Fraser East,common,8,No Alert
6/16/2018,1,1.976584837,0.884595676,black,no alert,0.411283705,-1.48815923,0.931645547,-0.884522729,-2.0524045,1.030037286,6/3/2018,6/23/2018,Campylobacter Infection,Fraser East,common,8,No Alert
6/23/2018,1,2.018618567,0.884595676,black,no alert,0.429891968,-1.48815923,0.931645547,-0.884522729,-2.0524045,1.030037286,6/3/2018,6/23/2018,Campylobacter Infection,Fraser East,common,8,No Alert
6/2/2018,9,5.154630358,0.070809023,black,no alert,-1.118016382,-0.788325977,0.784746972,-0.561698903,-0.807808918,1.14745178,6/17/2018,6/23/2018,Campylobacter Infection,Fraser North,common,9,No Alert
6/9/2018,5,5.534919215,0.551211172,black,no alert,0.089275974,-0.788325977,0.784746972,-0.561698903,-0.807808918,1.14745178,6/17/2018,6/23/2018,Campylobacter Infection,Fraser North,common,9,No Alert
6/16/2018,7,5.897928588,0.314963381,black,no alert,-0.337453724,-0.788325977,0.784746972,-0.561698903,-0.807808918,1.14745178,6/17/2018,6/23/2018,Campylobacter Infection,Fraser North,common,9,No Alert
6/23/2018,4,6.200367935,0.78471528,black,no alert,0.561698903,-0.788325977,0.784746972,-0.561698903,-0.807808918,1.14745178,6/17/2018,6/23/2018,Campylobacter Infection,Fraser North,common,9,No Alert
6/2/2018,9,6.333297347,0.12957499,black,no alert,-0.725886088,-0.515850497,0.697020585,-0.77595019,0.696588066,1.09877164,6/10/2018,6/23/2018,Campylobacter Infection,Fraser South,common,10,No Alert
6/9/2018,8,6.377515743,0.12957499,black,no alert,-0.458669089,-0.515850497,0.697020585,-0.77595019,0.696588066,1.09877164,6/10/2018,6/23/2018,Campylobacter Infection,Fraser South,common,10,No Alert
6/16/2018,4,6.4520777,0.856521146,black,no alert,0.645047479,-0.515850497,0.697020585,-0.77595019,0.696588066,1.09877164,6/10/2018,6/23/2018,Campylobacter Infection,Fraser South,common,10,No Alert
6/23/2018,5,6.567494286,0.856521146,black,no alert,0.368708205,-0.515850497,0.697020585,-0.77595019,0.696588066,1.09877164,6/10/2018,6/23/2018,Campylobacter Infection,Fraser South,common,10,No Alert
6/2/2018,4,1.570069729,0.054780278,black,no alert,-1.236908539,0.024203429,0.490345171,0.191432653,-0.497759995,1.082970021,6/10/2018,6/23/2018,Campylobacter Infection,Richmond,common,11,No Alert
6/9/2018,1,1.670550611,0.644117213,black,no alert,0.257657922,0.024203429,0.490345171,0.191432653,-0.497759995,1.082970021,6/10/2018,6/23/2018,Campylobacter Infection,Richmond,common,11,No Alert
6/16/2018,2,1.767514578,0.391552751,black,no alert,-0.193206951,0.024203429,0.490345171,0.191432653,-0.497759995,1.082970021,6/10/2018,6/23/2018,Campylobacter Infection,Richmond,common,11,No Alert
6/23/2018,2,1.85041486,0.391552751,black,no alert,-0.152262215,0.024203429,0.490345171,0.191432653,-0.497759995,1.082970021,6/10/2018,6/23/2018,Campylobacter Infection,Richmond,common,11,No Alert
6/2/2018,7,6.858377817,0.202606636,black,no alert,-0.080322595,0.686969836,0.246050868,0.439902823,0.852680897,1.025561435,6/17/2018,6/23/2018,Campylobacter Infection,Vancouver,common,12,No Alert
6/9/2018,10,7.03521734,0.202606636,black,no alert,-0.789546418,0.686969836,0.246050868,0.439902823,0.852680897,1.025561435,6/17/2018,6/23/2018,Campylobacter Infection,Vancouver,common,12,No Alert
6/16/2018,3,7.205902775,0.949611676,black,no alert,1.275216137,0.686969836,0.246050868,0.439902823,0.852680897,1.025561435,6/17/2018,6/23/2018,Campylobacter Infection,Vancouver,common,12,No Alert
6/23/2018,9,7.371235091,0.266410026,black,no alert,-0.439902823,0.686969836,0.246050868,0.439902823,0.852680897,1.025561435,6/17/2018,6/23/2018,Campylobacter Infection,Vancouver,common,12,No Alert
6/2/2018,2,3.624037648,0.412787033,black,no alert,0.588428924,-0.972592341,0.834622025,-0.835167332,-0.570105037,0.957087141,6/10/2018,6/23/2018,Campylobacter Infection,North Shore/Coast Garibaldi,common,13,No Alert
6/9/2018,5,3.820434168,0.424120635,black,no alert,-0.455515888,-0.972592341,0.834622025,-0.835167332,-0.570105037,0.957087141,6/10/2018,6/23/2018,Campylobacter Infection,North Shore/Coast Garibaldi,common,13,No Alert
6/16/2018,3,4.007252829,0.457770032,black,no alert,0.309154011,-0.972592341,0.834622025,-0.835167332,-0.570105037,0.957087141,6/10/2018,6/23/2018,Campylobacter Infection,North Shore/Coast Garibaldi,common,13,No Alert
6/23/2018,2,4.168220731,0.457770032,black,no alert,0.781701934,-0.972592341,0.834622025,-0.835167332,-0.570105037,0.957087141,6/10/2018,6/23/2018,Campylobacter Infection,North Shore/Coast Garibaldi,common,13,No Alert
6/2/2018,0,2.717463046,0.965937459,black,no alert,1.367199448,2.129406905,0.016610305,1.887229325,1.07208791,1.181647302,6/10/2018,6/23/2018,Campylobacter Infection,South Vancouver Island,common,14,Low
6/9/2018,1,2.84861082,0.965937459,black,no alert,0.717066081,2.129406905,0.016610305,1.887229325,1.07208791,1.181647302,6/10/2018,6/23/2018,Campylobacter Infection,South Vancouver Island,common,14,Low
6/16/2018,8,2.983598642,0.012799006,green3,low,-1.855273917,2.129406905,0.016610305,1.887229325,1.07208791,1.181647302,6/10/2018,6/23/2018,Campylobacter Infection,South Vancouver Island,common,14,Low
6/23/2018,5,3.115253908,0.012799006,green3,low,-0.705945483,2.129406905,0.016610305,1.887229325,1.07208791,1.181647302,6/10/2018,6/23/2018,Campylobacter Infection,South Vancouver Island,common,14,Low
6/2/2018,2,2.04420644,0.820676742,black,no alert,-0.06813056,-0.776212995,0.781188383,-0.479901954,-1.014895152,1.141051631,6/17/2018,6/23/2018,Campylobacter Infection,Central Vancouver Island,common,15,No Alert
6/9/2018,4,2.104950615,0.123869976,black,no alert,-0.849602512,-0.776212995,0.781188383,-0.479901954,-1.014895152,1.141051631,6/17/2018,6/23/2018,Campylobacter Infection,Central Vancouver Island,common,15,No Alert
6/16/2018,2,2.161497039,0.706148888,black,no alert,-0.016820165,-0.776212995,0.781188383,-0.479901954,-1.014895152,1.141051631,6/17/2018,6/23/2018,Campylobacter Infection,Central Vancouver Island,common,15,No Alert
6/23/2018,1,2.211295213,0.706148888,black,no alert,0.479901954,-0.776212995,0.781188383,-0.479901954,-1.014895152,1.141051631,6/17/2018,6/23/2018,Campylobacter Infection,Central Vancouver Island,common,15,No Alert
6/2/2018,0,0.496549618,0.200489118,black,no alert,0.368988786,0.700594555,0.241778039,0.794071417,-0.166739743,0.938565044,6/3/2018,6/23/2018,Campylobacter Infection,North Vancouver Island,common,16,No Alert
6/9/2018,1,0.510990143,0.43115564,black,no alert,-0.479007525,0.700594555,0.241778039,0.794071417,-0.166739743,0.938565044,6/3/2018,6/23/2018,Campylobacter Infection,North Vancouver Island,common,16,No Alert
6/16/2018,1,0.525846877,0.43115564,black,no alert,-0.463308144,0.700594555,0.241778039,0.794071417,-0.166739743,0.938565044,6/3/2018,6/23/2018,Campylobacter Infection,North Vancouver Island,common,16,No Alert
6/23/2018,1,0.540786093,0.43115564,black,no alert,-0.447872509,0.700594555,0.241778039,0.794071417,-0.166739743,0.938565044,6/3/2018,6/23/2018,Campylobacter Infection,North Vancouver Island,common,16,No Alert
6/2/2018,3,3.394198652,0.740530839,black,no alert,0.067976723,1.323138307,0.092894694,0.56386192,2.492544952,1.127346911,6/17/2018,6/23/2018,Cyclospora Infection,Province,rare,17,High
6/9/2018,8,4.693808586,0.088264409,black,no alert,-1.014083293,1.323138307,0.092894694,0.56386192,2.492544952,1.127346911,6/17/2018,6/23/2018,Cyclospora Infection,Province,rare,17,High
6/16/2018,6,6.208758692,0.500589445,black,no alert,0.001023972,1.323138307,0.092894694,0.56386192,2.492544952,1.127346911,6/17/2018,6/23/2018,Cyclospora Infection,Province,rare,17,High
6/23/2018,10,7.726210803,0.214444516,black,no alert,-0.56386192,1.323138307,0.092894694,0.56386192,2.492544952,1.127346911,6/17/2018,6/23/2018,Cyclospora Infection,Province,rare,17,High
6/2/2018,0,0.15435895,0.989363982,black,no alert,0.104082479,1.353124138,0.088007988,1.083899599,1.027255437,1.45994451,6/17/2018,6/23/2018,Cyclospora Infection,Okanagan,rare,18,High
6/9/2018,1,0.156830147,0.073838502,black,no alert,-1.098403844,1.353124138,0.088007988,1.083899599,1.027255437,1.45994451,6/17/2018,6/23/2018,Cyclospora Infection,Okanagan,rare,18,High
6/16/2018,0,0.159330687,0.561427111,black,no alert,0.107251599,1.353124138,0.088007988,1.083899599,1.027255437,1.45994451,6/17/2018,6/23/2018,Cyclospora Infection,Okanagan,rare,18,High
6/23/2018,1,0.161859796,0.076155177,black,no alert,-1.083899599,1.353124138,0.088007988,1.083899599,1.027255437,1.45994451,6/17/2018,6/23/2018,Cyclospora Infection,Okanagan,rare,18,High
6/2/2018,0,0.142293701,0.996056564,black,no alert,0.098964238,2.418126159,0.007800333,2.502024247,0.140713592,1.384197816,6/17/2018,6/23/2018,Cyclospora Infection,Fraser North,rare,19,High
6/9/2018,0,0.14298581,0.996056564,black,no alert,0.09942102,2.418126159,0.007800333,2.502024247,0.140713592,1.384197816,6/17/2018,6/23/2018,Cyclospora Infection,Fraser North,rare,19,High
6/16/2018,0,0.143673523,0.996056564,black,no alert,0.099874689,2.418126159,0.007800333,2.502024247,0.140713592,1.384197816,6/17/2018,6/23/2018,Cyclospora Infection,Fraser North,rare,19,High
6/23/2018,3,0.144354224,0.003137696,gold,medium,-2.502024247,2.418126159,0.007800333,2.502024247,0.140713592,1.384197816,6/17/2018,6/23/2018,Cyclospora Infection,Fraser North,rare,19,High
6/2/2018,1,0.214255449,0.059364123,black,no alert,-0.953942022,1.530761065,0.062914228,1.605430022,0.024401451,1.461591772,6/17/2018,6/23/2018,Cyclospora Infection,Fraser South,rare,20,High
6/9/2018,1,0.213805375,0.059364123,black,no alert,-0.954926495,1.530761065,0.062914228,1.605430022,0.024401451,1.461591772,6/17/2018,6/23/2018,Cyclospora Infection,Fraser South,rare,20,High
6/16/2018,0,0.21335528,0.580449073,black,no alert,0.140979437,1.530761065,0.062914228,1.605430022,0.024401451,1.461591772,6/17/2018,6/23/2018,Cyclospora Infection,Fraser South,rare,20,High
6/23/2018,2,0.212904842,0.024206277,green3,low,-1.605430022,1.530761065,0.062914228,1.605430022,0.024401451,1.461591772,6/17/2018,6/23/2018,Cyclospora Infection,Fraser South,rare,20,High
6/2/2018,1,0.070831958,0.008986241,gold,medium,-1.440261551,1.599941481,0.054805783,1.43442542,0.756182943,1.156583844,6/17/2018,6/23/2018,Cyclospora Infection,Richmond,rare,21,High
6/9/2018,0,0.071140225,0.562035495,black,no alert,0.055626123,1.599941481,0.054805783,1.43442542,0.756182943,1.156583844,6/17/2018,6/23/2018,Cyclospora Infection,Richmond,rare,21,High
6/16/2018,0,0.071449988,0.562035495,black,no alert,0.05586103,1.599941481,0.054805783,1.43442542,0.756182943,1.156583844,6/17/2018,6/23/2018,Cyclospora Infection,Richmond,rare,21,High
6/23/2018,1,0.071761244,0.035472295,green3,low,-1.43442542,1.599941481,0.054805783,1.43442542,0.756182943,1.156583844,6/17/2018,6/23/2018,Cyclospora Infection,Richmond,rare,21,High
6/2/2018,1,0.516328532,0.008998725,gold,medium,-0.531588456,2.565832656,0.005146424,2.071870423,1.898264019,1.541965905,6/3/2018,6/23/2018,Cyclospora Infection,Vancouver,rare,22,High
6/9/2018,4,0.530946343,0.008998725,gold,medium,-1.99830087,2.565832656,0.005146424,2.071870423,1.898264019,1.541965905,6/3/2018,6/23/2018,Cyclospora Infection,Vancouver,rare,22,High
6/16/2018,2,0.545876986,0.008998725,gold,medium,-1.036123104,2.565832656,0.005146424,2.071870423,1.898264019,1.541965905,6/3/2018,6/23/2018,Cyclospora Infection,Vancouver,rare,22,High
6/23/2018,1,0.56109061,0.008998725,gold,medium,-0.488523771,2.565832656,0.005146424,2.071870423,1.898264019,1.541965905,6/3/2018,6/23/2018,Cyclospora Infection,Vancouver,rare,22,High
6/2/2018,0,0.127242221,0.646522865,black,no alert,0.095198835,1.294263155,0.097787269,1.624069424,-0.77938881,1.208048739,6/10/2018,6/23/2018,Cyclospora Infection,North Shore/Coast Garibaldi,rare,23,High
6/9/2018,0,0.127206107,0.646522865,black,no alert,0.095173142,1.294263155,0.097787269,1.624069424,-0.77938881,1.208048739,6/10/2018,6/23/2018,Cyclospora Infection,North Shore/Coast Garibaldi,rare,23,High
6/16/2018,1,0.127171663,0.023212957,green3,low,-1.178203765,1.294263155,0.097787269,1.624069424,-0.77938881,1.208048739,6/10/2018,6/23/2018,Cyclospora Infection,North Shore/Coast Garibaldi,rare,23,High
6/23/2018,1,0.127139102,0.023212957,green3,low,-1.178320899,1.294263155,0.097787269,1.624069424,-0.77938881,1.208048739,6/10/2018,6/23/2018,Cyclospora Infection,North Shore/Coast Garibaldi,rare,23,High
